Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Age_of_Game
7683,Bust-A-Move 2 Arcade Edition,15,1995,5,-1,0.11,0.07,0.0,0.01,0.2,0.19,29
7684,South Park: The Stick of Truth,13,2014,7,525,0.07,0.1,0.0,0.02,0.2,0.19,10
7685,Tom Clancy's Splinter Cell: Essentials,19,2006,8,525,0.17,0.01,0.0,0.02,0.2,0.2,18
7686,Tetris Worlds (Online Edition),29,2003,5,488,0.15,0.04,0.0,0.01,0.2,0.2,21
7688,Sleeping Dogs,30,2014,0,465,0.1,0.09,0.0,0.02,0.2,0.21,10
7689,Forgotten Realms: Demon Stone,16,2004,0,53,0.1,0.08,0.0,0.03,0.2,0.21,20
7691,Barbie Horse Adventures: Riding Camp,26,2008,10,21,0.18,0.0,0.0,0.01,0.2,0.19,16
7692,Resident Evil: Revelations,27,2013,0,85,0.07,0.08,0.03,0.01,0.2,0.19,11
7693,Go Play: Lumberjacks,26,2009,9,-1,0.18,0.0,0.0,0.01,0.2,0.19,15
7694,Looney Tunes: Space Race,16,2002,6,-1,0.1,0.08,0.0,0.03,0.2,0.21,22
7695,Puzzle Challenge: Crosswords and More!,19,2006,5,-1,0.18,0.0,0.0,0.01,0.2,0.19,18
7696,NASCAR Unleashed,26,2011,6,21,0.18,0.0,0.0,0.01,0.2,0.19,13
7697,Backyard Hockey,6,2003,10,53,0.14,0.05,0.0,0.0,0.2,0.19,21
7698,Playboy: The Mansion,16,2005,9,525,0.1,0.08,0.0,0.03,0.2,0.21,19
7703,Tiger Woods PGA Tour 06,19,2005,10,138,0.18,0.0,0.0,0.01,0.2,0.19,19
7704,Conan,28,2007,0,488,0.16,0.02,0.0,0.02,0.2,0.2,17
7705,Ratatouille,6,2007,0,488,0.14,0.05,0.0,0.0,0.2,0.19,17
7706,The Fairly Odd Parents: Enter the Cleft,6,2002,4,488,0.14,0.05,0.0,0.0,0.2,0.19,22
7707,Warriors Orochi,28,2007,0,500,0.17,0.01,0.0,0.02,0.2,0.2,17
7708,MC Groovz Dance Craze,7,2004,3,-1,0.15,0.04,0.0,0.01,0.2,0.2,20
7709,The Thing,29,2002,1,-1,0.15,0.04,0.0,0.01,0.2,0.2,22
7710,Tom and Jerry in House Trap,15,2000,0,525,0.11,0.07,0.0,0.01,0.2,0.19,24
7711,Power Rangers: Time Force,6,2001,0,488,0.14,0.05,0.0,0.0,0.2,0.19,23
7712,101-in-1 Explosive Megamix,4,2008,5,-1,0.05,0.13,0.0,0.02,0.2,0.2,16
7713,X-Men Origins: Wolverine,4,2009,0,21,0.15,0.03,0.0,0.02,0.2,0.2,15
7716,Baldur's Gate: Dark Alliance,29,2002,7,-1,0.15,0.04,0.0,0.01,0.2,0.2,22
7717,Family Guy,19,2006,0,494,0.18,0.0,0.0,0.02,0.2,0.2,18
7718,Prince of Persia: Warrior Within,7,2004,0,525,0.15,0.04,0.0,0.01,0.2,0.2,20
7719,UFC: Tapout,29,2002,2,-1,0.14,0.05,0.0,0.01,0.2,0.2,22
7721,Marvel Super Hero Squad: Comic Combat,26,2011,0,488,0.15,0.03,0.0,0.01,0.2,0.19,13
7722,Test Drive Unlimited 2,13,2007,6,53,0.05,0.11,0.0,0.03,0.2,0.19,17
7723,Mega Man Legacy Collection,2,2016,4,85,0.13,0.0,0.05,0.02,0.2,0.2,8
7724,Predator: Concrete Jungle,16,2005,0,-1,0.1,0.07,0.0,0.03,0.2,0.2,19
7725,Beyblade: Metal Fusion - Battle Fortress,26,2009,0,275,0.15,0.0,0.03,0.01,0.2,0.19,15
7726,WipeOut 3 The Game,2,2012,0,21,0.18,0.0,0.0,0.01,0.2,0.19,12
7727,Big Mutha Truckers 2,16,2005,6,-1,0.1,0.07,0.0,0.03,0.2,0.2,19
7728,Shutter Island,13,2009,1,-1,0.0,0.17,0.0,0.03,0.2,0.2,15
7729,The Naked Brothers Band: The Video Game,4,2008,3,488,0.18,0.0,0.0,0.01,0.2,0.19,16
7731,Zombie Army Trilogy,18,2015,8,-1,0.04,0.12,0.0,0.03,0.2,0.19,9
7732,NHL FaceOff 2001,16,2001,10,456,0.1,0.07,0.0,0.02,0.2,0.19,23
7733,Mana Khemia 2: Fall of Alchemy,16,2008,7,-1,0.07,0.05,0.05,0.02,0.2,0.19,16
7734,The Great Escape,16,2003,0,-1,0.1,0.07,0.0,0.02,0.2,0.19,21
7735,Dexter's Lab Chess Challenge,6,2002,3,-1,0.14,0.05,0.0,0.0,0.2,0.19,22
7736,Nostalgia,4,2008,7,500,0.16,0.0,0.02,0.01,0.19,0.19,16
7737,DiRT Showdown,17,2012,6,-1,0.02,0.13,0.0,0.04,0.19,0.19,12
7738,Iron Chef America: Supreme Cuisine,4,2008,9,-1,0.18,0.0,0.0,0.01,0.19,0.19,16
7739,Arcade Shooting Gallery,26,2008,8,-1,0.18,0.0,0.0,0.01,0.19,0.19,16
7740,The Rise of the Argonauts,17,2008,7,-1,0.05,0.12,0.0,0.03,0.19,0.2,16
7741,Big Mutha Truckers,29,2002,6,-1,0.15,0.04,0.0,0.01,0.19,0.2,22
7742,ESA Foundation Compilation,16,2005,3,456,0.1,0.07,0.0,0.02,0.19,0.19,19
7743,The Hobbit,6,2003,4,-1,0.14,0.05,0.0,0.0,0.19,0.19,21
7744,The King of Fighters XI,16,2006,2,-1,0.07,0.06,0.04,0.02,0.19,0.19,18
7745,Ninja Gaiden 3,27,2012,0,359,0.15,0.03,0.0,0.02,0.19,0.2,12
7746,Metro: Last Light,13,2013,0,-1,0.06,0.11,0.0,0.02,0.19,0.19,11
7748,Silent Hill HD Collection,28,2012,0,275,0.11,0.06,0.01,0.02,0.19,0.2,12
7749,Bound By Flame,18,2014,7,-1,0.07,0.08,0.0,0.04,0.19,0.19,10
7750,Conflict: Denied Ops,28,2008,8,137,0.08,0.09,0.0,0.02,0.19,0.19,16
7751,Saw II: Flesh & Blood,17,2010,0,275,0.1,0.07,0.0,0.03,0.19,0.2,14
7752,Ice Age: Dawn of the Dinosaurs,17,2009,0,21,0.13,0.04,0.0,0.02,0.19,0.19,15
7753,Sniper Elite,16,2005,8,525,0.1,0.07,0.0,0.02,0.19,0.19,19
7754,Arc Rise Fantasia,26,2009,7,-1,0.13,0.0,0.06,0.01,0.19,0.2,15
7755,"Ni Hao, Kai-lan: Super Game Day",26,2009,3,494,0.18,0.0,0.0,0.01,0.19,0.19,15
7758,Petz Pony: Beauty Pageant,4,2009,9,525,0.18,0.0,0.0,0.01,0.19,0.19,15
7760,Breath of Fire II,6,2001,7,525,0.14,0.05,0.0,0.0,0.19,0.19,23
7761,The Spiderwick Chronicles,26,2008,0,-1,0.17,0.01,0.0,0.01,0.19,0.19,16
7763,Aliens vs Predator,13,2010,8,446,0.0,0.17,0.0,0.02,0.19,0.19,14
7764,Ice Age 2: The Meltdown,7,2006,4,-1,0.15,0.04,0.0,0.01,0.19,0.2,18
7766,Enchanted Arms,28,2006,7,525,0.16,0.02,0.0,0.02,0.19,0.2,18
7767,Dinotopia: The Timestone Pirates,6,2002,0,-1,0.14,0.05,0.0,0.0,0.19,0.19,22
7770,The Sims 4: Get Together,13,2015,9,138,0.05,0.13,0.0,0.01,0.19,0.19,9
7772,Pac-Man & Galaga Dimensions,2,2011,3,347,0.1,0.04,0.04,0.01,0.19,0.19,13
7773,Quantum Theory,17,2010,8,500,0.05,0.09,0.02,0.03,0.19,0.19,14
7774,Manhunt,29,2004,0,494,0.14,0.04,0.0,0.01,0.19,0.19,20
7775,NCAA Final Four 2003,16,2002,10,456,0.09,0.07,0.0,0.02,0.19,0.18,22
7776,Air Conflicts: Secret Wars,17,2011,9,-1,0.1,0.06,0.0,0.03,0.19,0.19,13
7777,Rio,26,2011,3,488,0.14,0.04,0.0,0.01,0.19,0.19,13
7778,Dream Salon,4,2009,3,-1,0.18,0.0,0.0,0.01,0.19,0.19,15
7779,Scene It? Twilight,4,2010,3,275,0.11,0.07,0.0,0.02,0.19,0.2,14
7780,Disgaea DS,4,2008,7,465,0.11,0.02,0.05,0.01,0.19,0.19,16
7781,Peter Jackson's King Kong: The Official Game of the Movie,19,2005,0,525,0.16,0.01,0.0,0.02,0.19,0.19,19
7782,Space Invaders Extreme 2,4,2009,8,465,0.17,0.01,0.0,0.01,0.19,0.19,15
7783,X-Men Origins: Wolverine,19,2009,0,21,0.13,0.03,0.0,0.03,0.19,0.19,15
7785,Mystery Tales of Time Travel,4,2010,5,-1,0.01,0.16,0.0,0.02,0.19,0.19,14
7787,Risen,28,2009,7,-1,0.07,0.11,0.0,0.01,0.19,0.19,15
7788,Hidden Mysteries: Vampire Secrets,4,2010,1,-1,0.06,0.11,0.0,0.02,0.19,0.19,14
7790,Final Fantasy XI,28,2006,7,465,0.17,0.01,0.0,0.01,0.19,0.19,18
7791,Breath of Fire: Dragon Quarter,16,2002,7,85,0.09,0.07,0.0,0.02,0.19,0.18,22
7793,Dante's Inferno,19,2010,0,138,0.12,0.03,0.01,0.03,0.19,0.19,14
7794,Shrek: Forever After,17,2010,4,21,0.16,0.02,0.0,0.02,0.19,0.2,14
7795,Rock Band Country Track Pack,17,2009,3,-1,0.18,0.0,0.0,0.01,0.19,0.19,15
7797,Re-Volt,15,1998,6,-1,0.11,0.07,0.0,0.01,0.19,0.19,26
7798,Conception II: Children of the Seven Stars,20,2013,7,-1,0.13,0.0,0.04,0.02,0.19,0.19,11
7799,Descent,15,1996,8,-1,0.11,0.07,0.0,0.01,0.19,0.19,28
7800,Supreme Commander 2,13,2010,11,465,0.0,0.15,0.0,0.04,0.19,0.19,14
7801,DanceMasters,28,2010,3,275,0.15,0.02,0.02,0.01,0.19,0.2,14
7802,50 Cent: Blood on the Sand,17,2009,8,488,0.1,0.06,0.01,0.03,0.19,0.2,15
7803,Disney's Magical Mirror Starring Mickey Mouse,7,2002,1,359,0.15,0.04,0.0,0.01,0.19,0.2,22
7804,Need for Speed: The Run,2,2011,0,138,0.09,0.09,0.0,0.02,0.19,0.2,13
7805,Jeep Thrills,26,2008,6,-1,0.18,0.0,0.0,0.01,0.19,0.19,16
7806,Conflict: Denied Ops,17,2008,8,137,0.05,0.1,0.0,0.03,0.19,0.18,16
7807,FaceBreaker,28,2008,2,138,0.15,0.02,0.0,0.02,0.19,0.19,16
7808,Major League Baseball 2K12,17,2012,10,494,0.18,0.0,0.0,0.01,0.19,0.19,12
7809,Might & Magic: Clash of Heroes,4,2009,7,525,0.16,0.02,0.0,0.01,0.19,0.19,15
7810,Avatar: The Last Airbender - Into the Inferno,26,2008,1,488,0.17,0.01,0.0,0.01,0.19,0.19,16
7811,IHRA Professional Drag Racing 2005,16,2004,6,-1,0.09,0.07,0.0,0.02,0.19,0.18,20
7812,Mace Griffin: Bounty Hunter,16,2003,8,138,0.09,0.07,0.0,0.02,0.19,0.18,21
7813,Legacy of Kain: Defiance,29,2003,0,137,0.14,0.04,0.0,0.01,0.19,0.19,21
7815,Chaotic: Shadow Warriors,26,2009,0,21,0.18,0.0,0.0,0.01,0.19,0.19,15
7816,Majin and the Forsaken Kingdom,28,2010,1,347,0.14,0.03,0.0,0.01,0.19,0.18,14
7817,Trivial Pursuit unhinged,16,2004,3,53,0.09,0.07,0.0,0.02,0.19,0.18,20
7819,Spider-Man: Shattered Dimensions,4,2010,0,21,0.17,0.01,0.0,0.01,0.19,0.19,14
7820,Aliens versus Predator: Extinction,16,2003,11,138,0.09,0.07,0.0,0.02,0.19,0.18,21
7821,Plants vs. Zombies,17,2011,11,-1,0.18,0.0,0.0,0.01,0.19,0.19,13
7822,NBA Live 14,30,2013,10,138,0.16,0.02,0.0,0.01,0.19,0.19,11
7823,Silent Scope 2: Dark Silhouette,16,2001,8,275,0.09,0.07,0.0,0.02,0.19,0.18,23
7824,Dave Mirra Freestyle BMX 2,6,2001,10,-1,0.14,0.05,0.0,0.0,0.19,0.19,23
7827,NHL Hitz Pro,16,2003,10,325,0.09,0.07,0.0,0.02,0.19,0.18,21
7828,Tom Clancy's Splinter Cell: Blacklist,13,2013,0,525,0.04,0.13,0.0,0.03,0.19,0.2,11
7829,Allied General,15,1996,11,-1,0.11,0.07,0.0,0.01,0.19,0.19,28
7832,Binary Domain,28,2012,0,446,0.09,0.07,0.02,0.02,0.19,0.2,12
7833,IL-2 Sturmovik: Birds of Prey,19,2009,9,6,0.08,0.07,0.0,0.04,0.19,0.19,15
7834,Farming Simulator 2015,30,2015,9,-1,0.1,0.07,0.0,0.02,0.19,0.19,9
7836,Mahjong: Journey Quest for Tikal,4,2008,5,-1,0.15,0.03,0.0,0.01,0.19,0.19,16
7837,uDraw Studio: Instant Artist,26,2011,3,488,0.08,0.09,0.0,0.02,0.19,0.19,13
7840,SingStar Pop Vol.2,16,2008,3,456,0.09,0.07,0.0,0.02,0.19,0.18,16
7841,SNK Arcade Classics Vol. 1,16,2008,3,-1,0.09,0.07,0.0,0.02,0.19,0.18,16
7842,Darkstalkers 3,15,1998,2,85,0.11,0.07,0.0,0.01,0.19,0.19,26
7843,SpongeBob's Surf & Skate Roadtrip,28,2011,0,488,0.15,0.03,0.0,0.01,0.19,0.19,13
7844,Frequency,16,2001,3,456,0.09,0.07,0.0,0.02,0.19,0.18,23
7845,Death Jr.,19,2005,4,275,0.17,0.0,0.0,0.01,0.19,0.18,19
7846,Cars: Race-O-Rama,17,2009,6,488,0.14,0.03,0.0,0.02,0.19,0.19,15
7848,The Polar Express,6,2004,1,488,0.14,0.05,0.0,0.0,0.19,0.19,20
7849,2002 FIFA World Cup,29,2002,10,138,0.14,0.04,0.0,0.01,0.19,0.19,22
7851,SpongeBob SquigglePants 3D,2,2011,3,488,0.13,0.05,0.0,0.02,0.19,0.2,13
7852,Jampack: Summer 2003 (RP-T),16,2003,3,456,0.09,0.07,0.0,0.02,0.19,0.18,21
7853,Need for Speed: Shift 2 Unleashed,13,2011,6,138,0.05,0.11,0.0,0.03,0.19,0.19,13
7854,Monster 4x4: Stunt Racer,26,2009,6,525,0.18,0.0,0.0,0.01,0.19,0.19,15
7855,Frogger's Adventures 2: The Lost Wand,6,2002,1,275,0.14,0.05,0.0,0.0,0.19,0.19,22
7856,Sudeki,29,2004,7,-1,0.14,0.04,0.0,0.01,0.19,0.19,20
7857,Rango: The Video Game,17,2011,0,138,0.07,0.09,0.0,0.04,0.19,0.2,13
7858,The Amazing Spider-Man (Console Version),2,2012,0,21,0.15,0.03,0.0,0.01,0.19,0.19,12
7860,Hyperdevotion Noire: Goddess Black Heart,20,2014,7,-1,0.08,0.02,0.06,0.03,0.19,0.19,10
7861,Hexen,10,1996,8,-1,0.15,0.04,0.0,0.0,0.19,0.19,28
7862,Mace: The Dark Age,10,1997,2,-1,0.15,0.04,0.0,0.0,0.19,0.19,27
7863,AeroFighters Assault,10,1997,0,-1,0.15,0.04,0.0,0.0,0.19,0.19,27
7866,Quake,10,1998,8,-1,0.15,0.04,0.0,0.0,0.19,0.19,26
7867,Sesame Street: Elmo's Number Journey,10,1999,3,-1,0.15,0.04,0.0,0.0,0.19,0.19,25
7869,Squeeballs Party,26,2009,5,-1,0.18,0.0,0.0,0.01,0.19,0.19,15
7871,Where's Waldo? The Fantastic Journey,26,2009,1,525,0.18,0.0,0.0,0.01,0.19,0.19,15
7872,Family Game Night 4: The Game Show,26,2011,3,138,0.13,0.04,0.0,0.01,0.19,0.18,13
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,7,2004,0,275,0.15,0.04,0.0,0.01,0.19,0.2,20
7874,Saints Row IV,13,2013,0,-1,0.11,0.06,0.0,0.02,0.19,0.19,11
7875,Fighter Within,30,2013,2,525,0.11,0.07,0.0,0.02,0.19,0.2,11
7876,Barbie Horse Adventures: Riding Camp,16,2008,10,21,0.09,0.07,0.0,0.02,0.19,0.18,16
7877,SSX Tricky,6,2002,10,138,0.14,0.05,0.0,0.0,0.19,0.19,22
7879,Warhammer: Shadow of the Horned Rat,15,1996,11,-1,0.11,0.07,0.0,0.01,0.19,0.19,28
7880,Shadows of the Damned,28,2011,0,138,0.1,0.06,0.01,0.02,0.19,0.19,13
7881,NBA 2K11,13,2010,0,494,0.18,0.0,0.0,0.01,0.19,0.19,14
7883,Warriors: Legends of Troy,17,2011,0,500,0.06,0.05,0.07,0.02,0.19,0.2,13
7884,Jeopardy!,4,2010,3,488,0.18,0.0,0.0,0.01,0.19,0.19,14
7885,ESPN International Track & Field,16,2000,10,275,0.09,0.07,0.0,0.02,0.19,0.18,24
7886,Lunar Legend,6,2002,7,-1,0.14,0.05,0.0,0.0,0.19,0.19,22
7887,Conflict: Global Terror,16,2005,8,137,0.09,0.07,0.0,0.02,0.19,0.18,19
7889,Tamagotchi Party On!,26,2006,3,347,0.12,0.0,0.06,0.01,0.19,0.19,18
7891,Brunswick Pro Bowling,17,2010,10,6,0.1,0.06,0.0,0.03,0.19,0.19,14
7892,Shaun White Skateboarding,17,2010,10,525,0.11,0.05,0.0,0.03,0.19,0.19,14
7893,Hulk,7,2003,0,-1,0.15,0.04,0.0,0.01,0.19,0.2,21
7894,The Heavy Rain and Beyond: Two Souls Collection,18,2016,0,456,0.0,0.16,0.0,0.03,0.19,0.19,8
7895,Cabela's Survival: Shadows of Katmai,17,2011,10,21,0.11,0.05,0.0,0.03,0.19,0.19,13
7896,Shaun White Skateboarding,26,2010,10,525,0.14,0.03,0.0,0.01,0.19,0.18,14
7897,Boogie,16,2007,3,138,0.09,0.07,0.0,0.02,0.19,0.18,17
7898,Gungrave,16,2002,8,21,0.09,0.07,0.0,0.02,0.19,0.18,22
7900,Transworld Surf,16,2002,10,53,0.09,0.07,0.0,0.02,0.19,0.18,22
7902,Tenchu: Fatal Shadows,16,2004,0,446,0.09,0.07,0.0,0.02,0.19,0.18,20
7904,Escape The Museum,4,2010,1,-1,0.05,0.12,0.0,0.02,0.19,0.19,14
7905,The Legend of Spyro: A New Beginning,7,2006,4,-1,0.15,0.04,0.0,0.01,0.19,0.2,18
7907,Sing4: The Hits Edition,26,2011,3,-1,0.18,0.0,0.0,0.01,0.19,0.19,13
7908,Jewel Master: Cradle of Athena,4,2010,5,-1,0.18,0.0,0.0,0.01,0.19,0.19,14
7910,Pet Zombies,2,2007,9,-1,0.18,0.0,0.0,0.01,0.19,0.19,17
7911,Big Air,15,1999,10,-1,0.1,0.07,0.0,0.01,0.19,0.18,25
7914,Harry Potter and the Prisoner of Azkaban,29,2004,0,138,0.14,0.04,0.0,0.01,0.19,0.19,20
7915,NASCAR Unleashed,2,2011,6,21,0.18,0.0,0.0,0.01,0.19,0.19,13
7918,Dynasty Warriors Gundam,28,2007,0,347,0.15,0.01,0.02,0.01,0.19,0.19,17
7921,CSI: Fatal Conspiracy,17,2010,1,525,0.11,0.05,0.0,0.02,0.19,0.18,14
7922,College Slam,15,1995,10,-1,0.1,0.07,0.0,0.01,0.19,0.18,29
7923,Arcania: Gothic 4,13,2010,7,-1,0.09,0.08,0.0,0.02,0.19,0.19,14
7924,Mushroom Men: The Spore Wars,26,2008,0,-1,0.17,0.01,0.0,0.01,0.19,0.19,16
7925,Zumba Fitness Rush,28,2012,10,6,0.0,0.16,0.0,0.02,0.19,0.18,12
7927,Pictionary,4,2010,5,488,0.1,0.07,0.0,0.02,0.19,0.19,14
7928,SoulCalibur Legends,26,2007,0,347,0.16,0.01,0.0,0.01,0.19,0.18,17
7930,Rise of the Kasai,16,2005,0,456,0.09,0.07,0.0,0.02,0.19,0.18,19
7932,F1 2011,13,2011,6,-1,0.0,0.15,0.0,0.04,0.19,0.19,13
7935,Doctor Who: Return to Earth,26,2010,1,-1,0.0,0.16,0.0,0.02,0.19,0.18,14
7936,The Munchables,26,2009,0,347,0.17,0.0,0.0,0.01,0.19,0.18,15
7937,We Dance,26,2011,3,-1,0.0,0.17,0.0,0.02,0.19,0.19,13
7939,Bolt,17,2008,1,126,0.12,0.05,0.0,0.02,0.19,0.19,16
7940,Singstar: Ultimate Party,18,2014,3,-1,0.0,0.16,0.0,0.03,0.19,0.19,10
7941,Mathews Bowhunting,26,2010,10,-1,0.18,0.0,0.0,0.01,0.19,0.19,14
7944,Remington Super Slam Hunting: North America,26,2010,10,-1,0.18,0.0,0.0,0.01,0.19,0.19,14
7945,Crash & Spyro Superpack,6,2005,4,-1,0.13,0.05,0.0,0.0,0.19,0.18,19
7946,Earth Defense Force: Insect Armageddon,28,2011,8,-1,0.1,0.05,0.03,0.01,0.19,0.19,13
7948,Star Trek: Legacy,28,2007,9,525,0.14,0.03,0.0,0.02,0.19,0.19,17
7950,Disney's Meet the Robinsons,26,2007,0,126,0.17,0.0,0.0,0.01,0.19,0.18,17
7951,Call of Duty: World at War,13,2008,8,21,0.02,0.13,0.0,0.03,0.19,0.18,16
7955,Thomas the Tank Engine & Friends,6,2004,1,530,0.13,0.05,0.0,0.0,0.19,0.18,20
7956,Grand Slam Tennis 2,28,2012,10,138,0.1,0.07,0.0,0.02,0.19,0.19,12
7958,The Scorpion King: Sword of Osiris,6,2002,0,-1,0.13,0.05,0.0,0.0,0.19,0.18,22
7959,Bubsy 3D,15,1996,4,-1,0.1,0.07,0.0,0.01,0.19,0.18,28
7960,Reel Fishing Paradise 3D,2,2011,10,-1,0.12,0.0,0.06,0.01,0.19,0.19,13
7961,NCAA Final Four 2001,16,2000,10,456,0.09,0.07,0.0,0.02,0.19,0.18,24
7962,Farmtopia,4,2010,9,6,0.18,0.0,0.0,0.01,0.19,0.19,14
7963,Robin Hood: Defender of the Crown,16,2003,11,85,0.09,0.07,0.0,0.02,0.19,0.18,21
7965,R-Type Final,16,2003,8,-1,0.09,0.07,0.0,0.02,0.19,0.18,21
7966,Jackie Chan Adventures: Legend of the Dark Hand,6,2001,0,21,0.13,0.05,0.0,0.0,0.19,0.18,23
7967,MotoGP,26,2009,6,85,0.05,0.11,0.0,0.02,0.19,0.18,15
7968,Sega GT 2002,29,2002,6,446,0.12,0.03,0.03,0.01,0.19,0.19,22
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,16,2005,0,21,0.09,0.07,0.0,0.02,0.19,0.18,19
7970,WWE SmackDown vs. Raw 2009,4,2008,2,488,0.15,0.02,0.0,0.01,0.19,0.18,16
7973,Blood Omen 2,29,2002,0,137,0.14,0.04,0.0,0.01,0.19,0.19,22
7974,Jurassic: The Hunted,17,2009,8,21,0.17,0.0,0.0,0.02,0.19,0.19,15
7976,Harry Potter: Quidditch World Cup,29,2003,10,138,0.14,0.04,0.0,0.01,0.19,0.19,21
7977,Dance Central: Spotlight,30,2014,3,-1,0.15,0.03,0.0,0.0,0.19,0.18,10
7979,Magical Starsign (US sales),4,2006,7,359,0.16,0.03,0.0,0.0,0.19,0.19,18
7980,Tekken Tag Tournament 2,27,2012,2,347,0.09,0.07,0.01,0.01,0.19,0.18,12
7981,Hot Wheels: Battle Force 5,26,2009,6,21,0.17,0.0,0.0,0.01,0.19,0.18,15
7982,Dragon Blade: Wrath of Fire,26,2007,0,-1,0.17,0.0,0.0,0.01,0.19,0.18,17
7983,La Pucelle: Tactics,16,2002,7,500,0.09,0.07,0.0,0.02,0.19,0.18,22
7985,SBK X: Superbike World Championship,28,2010,6,-1,0.1,0.07,0.0,0.02,0.19,0.19,14
7987,Tiger Woods PGA Tour 07,29,2006,10,138,0.13,0.05,0.0,0.01,0.19,0.19,18
7988,Call of Juarez,28,2007,8,525,0.14,0.02,0.0,0.01,0.19,0.17,17
7989,Star Wars: The Clone Wars & Tetris Worlds,29,2002,3,-1,0.14,0.04,0.0,0.01,0.19,0.19,22
7990,The Bee Game,4,2007,1,325,0.17,0.0,0.0,0.01,0.19,0.18,17
7991,EverQuest Online Adventures: Frontiers,16,2003,7,-1,0.09,0.07,0.0,0.02,0.19,0.18,21
7992,Cabela's Survival: Shadows of Katmai,28,2011,10,21,0.14,0.03,0.0,0.01,0.19,0.18,13
7993,NBA Ballers: Chosen One,28,2008,10,325,0.17,0.0,0.0,0.01,0.19,0.18,16
7994,WWE All Stars,19,2011,2,488,0.12,0.04,0.0,0.03,0.19,0.19,13
7995,Treasures of the Deep,15,1997,0,347,0.1,0.07,0.0,0.01,0.19,0.18,27
7997,EyePet & Friends,17,2011,9,456,0.06,0.09,0.0,0.03,0.19,0.18,13
7998,The Lord of the Rings: War in the North,13,2011,0,549,0.04,0.11,0.0,0.03,0.18,0.18,13
7999,Major League Baseball 2K10,17,2010,10,494,0.17,0.0,0.0,0.01,0.18,0.18,14
8000,Fight Club,16,2004,2,-1,0.09,0.07,0.0,0.02,0.18,0.18,20
8001,Hello Kitty: Birthday Adventures,4,2010,1,347,0.06,0.11,0.0,0.02,0.18,0.19,14
8002,Syndicate,28,2012,8,138,0.1,0.06,0.0,0.02,0.18,0.18,12
8003,Dance Dance Revolution: Disney Grooves,26,2009,9,275,0.17,0.0,0.0,0.01,0.18,0.18,15
8004,Pure Futbol,28,2010,10,525,0.08,0.09,0.0,0.02,0.18,0.19,14
8005,Harvest Moon: A Wonderful Life Special Edition,16,2004,9,6,0.09,0.07,0.0,0.02,0.18,0.18,20
8006,Sports Illustrated for Kids: Football,6,2003,10,-1,0.13,0.05,0.0,0.0,0.18,0.18,21
8007,The Last Airbender,4,2010,0,488,0.13,0.04,0.0,0.01,0.18,0.18,14
8008,Happy Cooking,4,2006,9,525,0.17,0.0,0.0,0.01,0.18,0.18,18
8009,.hack//Quarantine Part 4: The Final Chapter,16,2003,7,53,0.09,0.07,0.0,0.02,0.18,0.18,21
8010,Close Combat: First to Fight,29,2005,8,494,0.14,0.04,0.0,0.01,0.18,0.19,19
8011,MotoGP 14,18,2014,6,-1,0.04,0.11,0.0,0.04,0.18,0.19,10
8012,Indiana Jones and the Emperor's Tomb,29,2003,0,-1,0.14,0.04,0.0,0.01,0.18,0.19,21
8013,NBA Live 08,26,2007,10,138,0.17,0.0,0.0,0.02,0.18,0.19,17
8014,Buffy the Vampire Slayer: Chaos Bleeds,16,2003,0,-1,0.09,0.07,0.0,0.02,0.18,0.18,21
8015,Half-Minute Hero,19,2009,7,-1,0.08,0.02,0.07,0.02,0.18,0.19,15
8016,Rock Band Track Pack Volume 2,28,2008,3,-1,0.16,0.01,0.0,0.01,0.18,0.18,16
8017,Reel Fishing II,15,2000,10,-1,0.1,0.07,0.0,0.01,0.18,0.18,24
8018,Ringling Bros. and Barnum & Bailey Circus,26,2009,0,494,0.17,0.0,0.0,0.01,0.18,0.18,15
8019,The Walking Dead: Season One,20,2013,1,465,0.14,0.0,0.01,0.03,0.18,0.18,11
8020,Ty the Tasmanian Tiger,29,2002,4,138,0.14,0.04,0.0,0.01,0.18,0.19,22
8023,Siren,16,2003,1,456,0.09,0.07,0.0,0.02,0.18,0.18,21
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",4,2005,0,126,0.15,0.02,0.0,0.01,0.18,0.18,19
8025,NARC,29,2005,8,325,0.14,0.04,0.0,0.01,0.18,0.19,19
8026,Naruto Shippuden: Dragon Blade Chronicles,26,2009,0,6,0.11,0.02,0.05,0.01,0.18,0.19,15
8027,Dynasty Warriors 8: Empires,18,2014,0,500,0.06,0.07,0.03,0.02,0.18,0.18,10
8029,Evolve,13,2015,8,494,0.07,0.1,0.0,0.01,0.18,0.18,9
8032,de Blob 2,26,2011,4,488,0.11,0.06,0.0,0.02,0.18,0.19,13
8033,Lips: Party Classics,28,2010,3,-1,0.05,0.11,0.0,0.02,0.18,0.18,14
8034,Casper: Friends Around the World,15,2000,0,-1,0.1,0.07,0.0,0.01,0.18,0.18,24
8035,Borderlands,13,2009,8,494,0.01,0.14,0.0,0.04,0.18,0.19,15
8036,Jurassic Park III: Island Attack,6,2001,1,275,0.13,0.05,0.0,0.0,0.18,0.18,23
