Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Age_of_Game
1109,Mario Party 6,7,2004,3,359,0.9,0.11,0.6,0.05,1.65,1.66,20
1110,Super Scope 6,23,1991,8,359,1.06,0.38,0.15,0.05,1.65,1.64,33
1111,Go Vacation,26,2011,3,347,0.48,0.68,0.33,0.16,1.65,1.65,13
1112,Dragon Quest V: Tenkuu no Hanayome,16,2004,7,-1,0,0,1.65,0,1.65,1.65,20
1113,Army of Two,28,2008,8,138,1.09,0.38,0.02,0.16,1.65,1.65,16
1114,Dragon Quest IV: Chapters of the Chosen,4,2007,7,465,0.32,0.02,1.27,0.03,1.64,1.64,17
1115,Kirby & the Amazing Mirror,6,2004,4,359,0.8,0.05,0.76,0.03,1.64,1.64,20
1116,LEGO Pirates of the Caribbean: The Video Game,26,2011,0,126,0.76,0.72,0,0.16,1.64,1.64,13
1117,Dig Dug,0,1982,5,53,1.52,0.1,0,0.02,1.64,1.64,42
1118,Tom Clancy's Rainbow Six,15,1999,8,-1,0.93,0.63,0,0.08,1.64,1.64,25
1119,Ghosts 'n Goblins,11,1986,0,85,0.74,0.26,0.61,0.03,1.64,1.64,38
1120,Tiger Woods PGA Tour 2003,16,2002,10,138,0.8,0.63,0,0.21,1.64,1.64,22
1121,NBA Live 06 (All region sales),16,2005,10,138,1.44,0.15,0,0.05,1.64,1.64,19
1122,Prince of Persia: Warrior Within,16,2004,0,525,0.54,0.88,0,0.22,1.64,1.64,20
1123,Kinectimals,28,2010,9,-1,1.02,0.48,0,0.14,1.64,1.64,14
1124,Until Dawn,18,2015,1,-1,0.44,0.89,0.05,0.25,1.64,1.63,9
1125,ESPN NFL 2K5,29,2004,10,446,1.54,0.02,0,0.07,1.63,1.63,20
1126,Viva Pinata,28,2006,9,-1,0.45,0.96,0.02,0.2,1.63,1.63,18
1127,Pikmin,7,2001,11,359,0.78,0.25,0.56,0.04,1.63,1.63,23
1128,Call of Duty: Black Ops,13,2007,8,21,0.58,0.81,0,0.24,1.63,1.63,17
1129,Sonic Generations,17,2011,4,446,0.6,0.73,0.02,0.28,1.63,1.63,13
1130,Tiger Woods PGA Tour 2004,16,2003,10,138,1.18,0.34,0,0.1,1.63,1.62,21
1131,Ape Escape,15,1999,4,456,0.71,0.48,0.32,0.11,1.63,1.62,25
1132,NBA 2K15,28,2014,10,494,1.33,0.14,0,0.15,1.63,1.62,10
1133,NCAA Football 2005,16,2004,10,138,1.32,0.09,0,0.22,1.62,1.63,20
1134,Just Cause 2,28,2010,0,465,0.59,0.85,0.02,0.17,1.62,1.63,14
1135,Rock Band,17,2007,3,138,0.99,0.41,0,0.22,1.62,1.62,17
1136,Tony Hawk's American Wasteland (Old all region sales),16,2005,10,21,0.8,0.63,0.01,0.19,1.62,1.63,19
1137,Rage,28,2011,8,-1,0.82,0.61,0.03,0.15,1.62,1.61,13
1138,Mario Hoops 3 on 3,4,2006,10,359,0.99,0.04,0.49,0.1,1.62,1.62,18
1139,Kirby Air Ride,7,2003,6,359,1.01,0.11,0.45,0.04,1.62,1.61,21
1140,Sled Storm,15,1998,6,138,0.9,0.61,0,0.11,1.62,1.62,26
1141,Pokemon Battle Revolution,26,2006,7,359,0.8,0.38,0.3,0.13,1.61,1.61,18
1142,NFL Street 2,16,2004,10,138,0.79,0.62,0,0.21,1.61,1.62,20
1143,Gears of War: Judgment,28,2013,8,-1,0.92,0.53,0.03,0.13,1.61,1.61,11
1144,Baseball,5,1989,10,359,0.66,0.27,0.65,0.03,1.61,1.61,35
1145,Yu-Gi-Oh! Duel Monsters,5,1998,11,275,0,0,1.61,0.01,1.61,1.62,26
1146,Super Mario Strikers,7,2005,10,359,0.98,0.38,0.2,0.04,1.61,1.6,19
1147,Buzz! The Music Quiz,16,2005,3,456,0,1.18,0,0.43,1.61,1.61,19
1148,SpongeBob's Atlantis SquarePantis,4,2007,0,488,1.5,0,0,0.11,1.61,1.61,17
1149,Far Cry 4,30,2014,8,525,0.79,0.68,0.01,0.13,1.61,1.61,10
1150,Dance Dance Revolution: Hottest Party 2,26,2008,9,275,0.95,0.48,0.01,0.15,1.6,1.59,16
1151,Moshi Monsters: Moshling Zoo,4,2011,3,21,0.4,0.99,0,0.22,1.6,1.61,13
1152,Dollar Dash,16,2005,0,494,1.3,0.23,0,0.07,1.6,1.6,19
1153,Far Cry 2,28,2008,0,525,0.71,0.69,0.02,0.18,1.6,1.6,16
1154,F-1 World Grand Prix,10,1998,6,-1,0.46,0.96,0.09,0.08,1.6,1.59,26
1155,River Raid,0,1981,8,21,1.49,0.09,0,0.02,1.6,1.6,43
1156,Silent Hill,15,1999,0,275,0.71,0.48,0.3,0.1,1.6,1.59,25
1157,Dragon Quest V: Hand of the Heavenly Bride,4,2008,7,465,0.19,0.02,1.36,0.02,1.6,1.59,16
1158,No Man's Sky,18,2016,0,-1,0.58,0.74,0.02,0.26,1.6,1.6,8
1159,Sonic Heroes,7,2003,4,446,1.05,0.44,0.06,0.04,1.6,1.59,21
1160,ESPN NBA 2K5,16,2004,10,-1,1.26,0.12,0,0.21,1.59,1.59,20
1161,Diablo,13,1996,7,21,0.01,1.58,0,0,1.59,1.59,28
1162,The Legend of Zelda: Twilight Princess,7,2006,0,359,1.15,0.36,0.04,0.04,1.59,1.59,18
1163,Soul Edge,15,1996,2,456,0.61,0.41,0.46,0.1,1.59,1.58,28
1164,Devil May Cry 4,17,2008,0,85,0.58,0.46,0.34,0.21,1.59,1.59,16
1165,Mario Bros.,0,1982,4,53,1.48,0.09,0,0.02,1.59,1.59,42
1166,Pro Evolution Soccer 2008,17,2007,10,275,0.04,1.1,0.32,0.13,1.59,1.59,17
1167,SoulCalibur IV,28,2008,2,525,0.92,0.44,0.07,0.15,1.59,1.58,16
1168,LEGO Harry Potter: Years 1-4,28,2010,0,549,0.95,0.5,0,0.14,1.59,1.59,14
1169,NASCAR 2000,15,1999,6,138,0.88,0.6,0,0.1,1.59,1.58,25
1170,Wolfenstein: The New Order,18,2014,8,-1,0.47,0.8,0.03,0.29,1.58,1.59,10
1171,Carnival Games: Mini Golf,26,2008,10,494,0.87,0.56,0,0.15,1.58,1.58,16
1172,Guitar Hero: On Tour Decades,4,2008,3,21,0.85,0.58,0,0.16,1.58,1.59,16
1173,MySims Kingdom,4,2008,9,138,0.81,0.6,0.01,0.17,1.58,1.59,16
1174,Jampack Summer 2K,15,2000,3,456,0.88,0.6,0,0.1,1.58,1.58,24
1175,Need for Speed: Most Wanted,28,2012,6,138,0.62,0.8,0.01,0.15,1.58,1.58,12
1176,Guitar Hero 5,26,2009,3,21,0.94,0.49,0,0.15,1.58,1.58,15
1177,High School Musical 3: Senior Year,4,2008,3,126,0.64,0.76,0,0.17,1.58,1.57,16
1178,Kingdom Hearts 3D: Dream Drop Distance,2,2012,0,465,0.88,0.26,0.34,0.09,1.58,1.57,12
1179,Hannah Montana: Music Jam,4,2007,0,126,1.06,0.37,0,0.15,1.58,1.58,17
1180,Pokemon Mystery Dungeon: Explorers of Sky,4,2009,7,359,0.58,0.44,0.44,0.12,1.58,1.58,15
1181,Spyro 2: Season of Flame,6,2002,4,-1,0.85,0.65,0,0.08,1.58,1.58,22
1182,Pro Evolution Soccer 2010,16,2009,10,275,0.1,0.18,0.12,1.16,1.57,1.56,15
1183,NCAA Football 2002,16,2001,10,138,0.77,0.6,0,0.2,1.57,1.57,23
1184,Conflict: Desert Storm,16,2002,8,-1,0.98,0.53,0,0.06,1.57,1.57,22
1185,Mario Party 7,7,2005,3,359,0.95,0.11,0.46,0.04,1.57,1.56,19
1186,Pro Evolution Soccer 2013,17,2012,10,275,0.18,0.64,0.49,0.25,1.56,1.56,12
1187,Smuggler's Run,16,2000,6,494,0.77,0.6,0,0.2,1.56,1.57,24
1188,Fight Night Round 3,16,2006,2,138,1.07,0.4,0,0.1,1.56,1.57,18
1189,Donkey Kong Classics,11,1988,4,359,0.59,0.14,0.81,0.02,1.56,1.56,36
1190,Twisted Metal,15,1995,0,456,1.32,0.19,0,0.05,1.56,1.56,29
1191,Dark Souls III,18,2016,7,347,0.58,0.44,0.33,0.21,1.56,1.56,8
1192,Final Fight,23,1990,0,85,0.67,0.17,0.69,0.03,1.56,1.56,34
1193,Dragon Quest Monsters 2,5,2001,7,-1,0,0,1.56,0,1.56,1.56,23
1194,Pokemon Pinball: Ruby & Sapphire,6,2003,3,359,0.68,0.38,0.44,0.05,1.56,1.55,21
1195,LEGO Marvel Super Heroes,18,2013,0,549,0.59,0.75,0.01,0.21,1.56,1.56,11
1196,Mafia II,28,2010,0,494,0.84,0.56,0,0.15,1.55,1.55,14
1197,Dishonored,17,2012,0,-1,0.72,0.54,0.04,0.25,1.55,1.55,12
1198,Stuntman,16,2002,6,53,0.76,0.59,0,0.2,1.55,1.55,22
1199,Tom Clancy's Rainbow Six 3,29,2003,8,525,0.91,0.57,0,0.07,1.55,1.55,21
1200,Active Life: Outdoor Challenge,26,2008,10,53,0.79,0.44,0.19,0.14,1.55,1.56,16
1201,BioShock 2,17,2010,8,494,0.85,0.47,0.02,0.22,1.55,1.56,14
1202,007: The World is not Enough,10,2000,0,138,1.13,0.38,0.02,0.03,1.55,1.56,24
1203,Spider-Man 2: Enter: Electro,15,2001,0,21,0.57,0.87,0.02,0.09,1.55,1.55,23
1204,Watch Dogs,30,2014,0,525,0.9,0.53,0,0.13,1.55,1.56,10
1205,Star Wars: The Force Unleashed II,17,2010,0,-1,0.8,0.53,0,0.22,1.55,1.55,14
1206,Ni no Kuni: Wrath of the White Witch,17,2011,7,347,0.6,0.51,0.21,0.23,1.55,1.55,13
1207,Command & Conquer: Tiberian Sun,13,1999,11,-1,1.55,0,0,0,1.55,1.55,25
1208,LEGO Battles: Ninjago,4,2011,11,549,1.07,0.36,0,0.12,1.55,1.55,13
1209,Mario Party 10,27,2015,3,359,0.69,0.5,0.24,0.11,1.55,1.54,9
1210,Dead Rising 3,30,2013,0,-1,1.06,0.35,0.01,0.12,1.54,1.54,11
1211,Resident Evil: The Umbrella Chronicles,26,2007,0,85,0.68,0.43,0.29,0.14,1.54,1.54,17
1212,Fire Emblem Fates,2,2015,7,359,0.71,0.22,0.52,0.1,1.54,1.55,9
1213,Dark Cloud,16,2000,7,456,0.83,0.44,0.08,0.19,1.54,1.54,24
1214,Warcraft III: The Frozen Throne,13,2003,11,21,0.58,0.87,0,0.09,1.54,1.54,21
1215,Tom Clancy's Ghost Recon Advanced Warfighter,28,2006,8,525,1.4,0.02,0.02,0.1,1.54,1.54,18
1216,Disney Fairies: Tinker Bell,4,2008,1,126,0.86,0.52,0.01,0.15,1.54,1.54,16
1217,MVP Baseball 2005,16,2005,10,138,1.26,0.07,0,0.21,1.54,1.54,19
1218,Die Hard Trilogy,15,1996,8,-1,0.85,0.58,0,0.1,1.54,1.53,28
1219,Call of Duty: Black Ops II,13,2012,8,21,0.63,0.69,0,0.21,1.53,1.53,12
1220,Fight Night Round 4,17,2009,2,138,0.92,0.41,0,0.21,1.53,1.54,15
1221,MySims Kingdom,26,2008,9,138,0.71,0.65,0.01,0.17,1.53,1.54,16
1222,The Simpsons Game,4,2007,0,138,0.57,0.79,0,0.17,1.53,1.53,17
1223,Mortal Kombat 3,23,1994,2,-1,1.19,0.29,0,0.05,1.53,1.53,30
1224,NFL GameDay 99,15,1998,10,-1,1.44,0.05,0,0.04,1.53,1.53,26
1225,Call of Duty: Modern Warfare: Reflex Edition,26,2009,8,21,0.95,0.43,0,0.14,1.53,1.52,15
1226,FIFA 17,30,2016,10,138,0.17,1.26,0,0.1,1.53,1.53,8
1227,Mario Golf: Toadstool Tour,7,2003,10,359,1.09,0.15,0.25,0.04,1.53,1.53,21
1228,Tiger Woods 99 PGA Tour Golf,15,1997,10,138,0.85,0.58,0,0.1,1.53,1.53,27
1229,Donkey Kong Country: Tropical Freeze,27,2014,4,359,0.73,0.52,0.15,0.12,1.52,1.52,10
1230,Dead Space 2,28,2011,8,138,0.94,0.45,0,0.13,1.52,1.52,13
1231,Sonic Rivals 2,19,2007,6,446,0.44,0.69,0,0.39,1.52,1.52,17
1232,Knockout Kings,15,1997,2,138,1.07,0.39,0,0.06,1.52,1.52,27
1233,The Simpsons Skateboarding,16,2002,10,138,0.36,0.9,0,0.27,1.52,1.53,22
1234,NASCAR 98,15,1996,6,138,1.43,0.05,0,0.04,1.52,1.52,28
1235,F1 Race,11,1984,6,359,0,0,1.52,0,1.52,1.52,40
1236,Xevious,11,1984,8,347,0.18,0.06,1.27,0.01,1.52,1.52,40
1237,NASCAR 99,15,1998,6,138,1.45,0.04,0,0.04,1.52,1.53,26
1238,NBA Live 2000,15,1998,10,138,1.43,0.05,0,0.03,1.52,1.51,26
1239,Mafia II,17,2010,0,494,0.5,0.72,0.04,0.26,1.52,1.52,14
1240,Call of Duty 3,17,2006,8,21,0.6,0.63,0.03,0.26,1.52,1.52,18
1241,Super Monkey Ball 2,7,2002,5,53,1.11,0.31,0.06,0.04,1.52,1.52,22
1242,Pac-Man World 2,16,2002,0,347,1.26,0.05,0,0.21,1.51,1.52,22
1243,Madden NFL 15,30,2014,10,138,1.3,0.09,0,0.12,1.51,1.51,10
1244,Sonic & Sega All-Stars Racing,26,2010,6,446,0.65,0.71,0,0.15,1.51,1.51,14
1245,LEGO Star Wars III: The Clone Wars,28,2011,0,-1,0.84,0.54,0,0.13,1.51,1.51,13
1246,Football Manager 2012,13,2011,10,446,0.02,1.16,0,0.34,1.51,1.52,13
1247,Puzzle & Dragons,2,2013,7,-1,0,0,1.51,0,1.51,1.51,11
1248,Mega Man 2,11,1988,0,85,0.93,0.15,0.42,0.01,1.51,1.51,36
1249,Simpsons Wrestling,15,2001,2,138,0.23,1.16,0,0.11,1.51,1.5,23
1250,NBA Live 98,15,1997,10,138,1.41,0.06,0,0.04,1.51,1.51,27
1251,The Simpsons Game,16,2007,0,138,0.35,0.03,0,1.13,1.51,1.51,17
1252,Monopoly,15,1997,3,-1,1.18,0.27,0,0.05,1.51,1.5,27
1253,SoulCalibur II,7,2003,2,347,0.99,0.32,0.11,0.08,1.5,1.5,21
1254,Resistance 3,17,2011,8,456,0.64,0.58,0.05,0.23,1.5,1.5,13
1255,Tokyo Xtreme Racer Zero,16,2000,6,-1,0.66,0.52,0.15,0.17,1.5,1.5,24
1256,Final Fantasy XIV: A Realm Reborn,13,2010,7,465,0.86,0.48,0,0.17,1.5,1.51,14
1257,NFL Blitz,15,1998,10,325,1.41,0.05,0,0.04,1.5,1.5,26
1258,Red Faction II,16,2002,8,488,0.49,0.78,0,0.23,1.5,1.5,22
1259,Super Scribblenauts,4,2010,5,549,1.08,0.31,0,0.11,1.5,1.5,14
1260,Madden NFL 2001,16,2000,10,138,1.19,0.07,0.05,0.2,1.5,1.51,24
1261,WWF No Mercy,10,2000,2,488,1.2,0.27,0.02,0.02,1.5,1.51,24
1262,Ice Climber,11,1985,4,359,0.46,0.1,0.92,0.02,1.5,1.5,39
1263,Sonic CD,22,1993,4,446,1,0.36,0.09,0.05,1.5,1.5,31
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,11,1986,4,-1,0,0,1.5,0,1.5,1.5,38
1265,Dead Rising 2,28,2010,0,85,0.75,0.53,0.09,0.12,1.5,1.49,14
1266,Rock Band 2,17,2008,3,-1,1.13,0.2,0,0.16,1.5,1.49,16
1267,Pac-Man World,15,1998,0,347,1.21,0.14,0.1,0.04,1.5,1.49,26
1268,Disney Sing It: Pop Hits,26,2009,3,126,1.08,0.28,0,0.13,1.49,1.49,15
1269,Final Fantasy: Crystal Chronicles,7,2003,7,359,0.72,0.38,0.36,0.04,1.49,1.5,21
1270,Medal of Honor: Frontline,29,2002,8,138,1,0.43,0,0.06,1.49,1.49,22
1271,Madden NFL 09,16,2008,10,138,1.22,0,0,0.27,1.49,1.49,16
1272,Drawn To Life: SpongeBob SquarePants Edition,4,2008,1,488,1,0.36,0,0.13,1.49,1.49,16
1273,Banjo-Tooie,10,2000,4,359,0.82,0.36,0.25,0.06,1.49,1.49,24
1274,Buzz! The BIG Quiz,16,2006,3,456,0,1.1,0,0.39,1.49,1.49,18
1275,007: Quantum of Solace,28,2008,0,21,0.82,0.52,0.01,0.14,1.49,1.49,16
1276,The Sims 3,26,2010,9,138,0.61,0.73,0,0.15,1.49,1.49,14
1277,New Play Control! Mario Power Tennis,26,2009,10,359,0.37,0.69,0.28,0.14,1.48,1.48,15
1278,Bratz: Forever Diamondz,4,2006,1,488,0.43,0.88,0,0.18,1.48,1.49,18
1279,Dirge of Cerberus: Final Fantasy VII,16,2006,8,465,0.47,0.37,0.52,0.12,1.48,1.48,18
1280,Nintendo World Cup,11,1990,10,359,0.28,0.5,0.65,0.05,1.48,1.48,34
1281,WWF WrestleMania 2000,10,1999,2,488,1.2,0.25,0.02,0.02,1.48,1.49,25
1282,Wario Land II,5,1997,4,359,0.7,0.35,0.39,0.04,1.48,1.48,27
1283,Mass Effect 2,17,2011,7,138,0.78,0.47,0.03,0.2,1.48,1.48,13
1284,Major League Baseball 2K5,16,2005,10,494,0.72,0.56,0,0.19,1.48,1.47,19
1285,Fight Night 2004,16,2004,2,138,1.08,0.2,0,0.2,1.48,1.48,20
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,29,2004,0,525,0.82,0.59,0,0.07,1.48,1.48,20
1287,Imagine: Master Chef,4,2007,9,525,0.39,0.92,0,0.17,1.47,1.48,17
1288,Assassin's Creed III: Liberation,20,2012,0,525,0.58,0.55,0.06,0.28,1.47,1.47,12
1289,SoulCalibur IV,17,2008,2,525,0.72,0.41,0.14,0.2,1.47,1.47,16
1290,Mario Golf,10,1999,0,359,0.62,0.18,0.65,0.02,1.47,1.47,25
1291,Disney Princess,6,2003,4,488,1.04,0.37,0,0.06,1.47,1.47,21
1292,Fight Night Round 3,28,2006,2,138,1.33,0.03,0.01,0.1,1.47,1.47,18
1293,Metal Gear Rising: Revengeance,17,2013,0,275,0.45,0.4,0.44,0.18,1.47,1.47,11
1294,Chrono Trigger,4,2008,7,465,0.69,0.2,0.49,0.09,1.47,1.47,16
1295,Star Wars: The Force Unleashed II,28,2010,0,-1,0.95,0.4,0,0.12,1.47,1.47,14
1296,The House of the Dead 2 & 3 Return,26,2008,8,446,0.78,0.5,0.03,0.15,1.47,1.46,16
1297,Disney Princess: Magical Jewels,4,2007,1,126,1.15,0.2,0,0.12,1.47,1.47,17
1298,LittleBigPlanet PS Vita,20,2012,4,456,0.4,0.72,0.02,0.33,1.47,1.47,12
1299,Xenogears,15,1998,7,-1,0.29,0.19,0.89,0.1,1.46,1.47,26
1300,The SpongeBob SquarePants Movie,6,2004,4,488,1.02,0.38,0,0.06,1.46,1.46,20
1301,Tom Clancy's Ghost Recon: Future Soldier,28,2012,8,525,0.93,0.4,0.02,0.12,1.46,1.47,12
1302,Battlefield: Bad Company,28,2008,8,138,0.81,0.46,0.04,0.15,1.46,1.46,16
1303,Midway Arcade Treasures,16,2003,3,325,0.72,0.56,0,0.19,1.46,1.47,21
1304,Wall-E,4,2008,4,488,0.46,0.83,0,0.17,1.46,1.46,16
1305,Triple Play 99,15,2007,10,530,0.81,0.55,0,0.1,1.46,1.46,17
1306,Homefront,28,2011,8,488,0.83,0.48,0.02,0.12,1.46,1.45,13
1307,Super Monkey Ball,7,2001,5,53,0.95,0.37,0.1,0.04,1.46,1.46,23
1308,Donkey Kong,0,1981,4,-1,1.36,0.08,0,0.02,1.46,1.46,43
1309,Mortal Kombat 4,15,1998,2,-1,0.81,0.55,0,0.1,1.46,1.46,26
1310,Mario Superstar Baseball,7,2005,10,359,0.93,0.24,0.25,0.04,1.46,1.46,19
1311,Mass Effect 3,17,2012,7,138,0.63,0.59,0.03,0.21,1.46,1.46,12
1312,LEGO Batman 2: DC Super Heroes,26,2012,0,549,0.94,0.4,0,0.11,1.46,1.45,12
1313,Medal of Honor: Warfighter,17,2012,0,138,0.47,0.65,0.06,0.28,1.46,1.46,12
1314,WCW vs the World,15,1998,2,488,1.17,0.2,0.04,0.05,1.46,1.46,26
1315,SNK vs. Capcom: The Match of the Millennium,19,2006,2,446,0.53,0.58,0,0.35,1.46,1.46,18
1316,LEGO City Undercover,2,2013,4,359,0.51,0.75,0.07,0.12,1.46,1.45,11
1317,Onimusha 3: Demon Siege,16,2004,0,85,0.37,0.47,0.54,0.07,1.45,1.45,20
1318,Diablo III,28,2013,7,21,0.89,0.44,0,0.12,1.45,1.45,11
1319,Batman: Arkham Knight,30,2015,0,549,0.86,0.46,0,0.13,1.45,1.45,9
1320,BioShock,17,2008,8,494,0.75,0.49,0.01,0.21,1.45,1.46,16
1321,Red Dead Revolver,16,2004,8,494,0.71,0.55,0,0.19,1.45,1.45,20
1322,Anno 2070,13,2011,11,525,0,1.13,0,0.32,1.45,1.45,13
1323,Resident Evil: Outbreak,16,2003,0,85,0.54,0.35,0.46,0.1,1.45,1.45,21
1324,Smarty Pants,26,2007,3,138,0.53,0.76,0,0.16,1.45,1.45,17
1325,Tamagotchi,5,1996,9,347,0,0,1.44,0.01,1.45,1.45,28
1326,4 Nin uchi Mahjong,11,1984,3,359,0,0,1.45,0,1.45,1.45,40
1327,Dragon Ball Z,23,1993,2,347,0,0,1.45,0,1.45,1.45,31
1328,Game de Hakken!! Tamagotchi 2,5,1997,9,347,0,0,1.44,0.01,1.45,1.45,27
1329,Namco Museum 64,10,1999,3,347,1.24,0.17,0.03,0.01,1.45,1.45,25
1330,Hasbro Family Game Night,26,2008,5,138,0.97,0.34,0,0.13,1.45,1.44,16
1331,Dragon Quest Monsters: Joker 2,4,2010,7,465,0.11,0.08,1.24,0.02,1.45,1.45,14
1332,Tony Hawk's American Wasteland (Weekly american sales),16,2005,10,21,1.38,0.05,0,0.02,1.45,1.45,19
1333,My Word Coach,4,2007,3,525,0.37,0.9,0,0.18,1.45,1.45,17
1334,Hello Kitty Party,4,2007,3,-1,0.79,0.53,0,0.13,1.44,1.45,17
1335,SingStar Pop,16,2007,3,456,0.04,1.08,0,0.32,1.44,1.44,17
1336,Sonic Rivals,19,2006,6,446,0.73,0.42,0,0.28,1.44,1.43,18
1337,SimCity (2013),13,2013,9,138,0.48,0.77,0,0.19,1.44,1.44,11
1338,Kirby Super Star,23,1996,4,359,0.26,0.07,1.09,0.02,1.44,1.44,28
1339,Far Cry 4,17,2014,8,525,0.33,0.79,0.08,0.23,1.44,1.43,10
1340,WWE SmackDown vs Raw 2008,28,2007,2,488,0.92,0.38,0,0.13,1.44,1.43,17
1341,Kinect Joy Ride,28,2010,6,-1,0.92,0.4,0,0.12,1.44,1.44,14
1342,Rayman Raving Rabbids,26,2006,3,525,1.23,0.07,0.02,0.11,1.44,1.43,18
1343,Need for Speed Rivals,17,2013,6,138,0.33,0.74,0.05,0.31,1.44,1.43,11
1344,Tiger Woods PGA Tour 2005,16,2004,10,138,1.03,0.32,0,0.09,1.44,1.44,20
1345,Dead Space 2,17,2011,8,138,0.73,0.5,0,0.21,1.44,1.44,13
1346,NCAA Football 2003,16,2002,10,138,1.16,0.08,0,0.19,1.44,1.43,22
1347,Frogger 2: Swampy's Revenge,15,1999,0,-1,0.8,0.54,0,0.09,1.43,1.43,25
1348,Disney Infinity,28,2013,0,126,0.96,0.37,0,0.11,1.43,1.44,11
1349,LEGO Indiana Jones 2: The Adventure Continues,26,2009,0,21,0.91,0.39,0,0.13,1.43,1.43,15
1350,Sonic's Ultimate Genesis Collection,28,2009,3,446,0.85,0.46,0,0.13,1.43,1.44,15
1351,Tiger Woods PGA Tour 09 All-Play,26,2008,10,138,0.81,0.48,0,0.14,1.43,1.43,16
1352,Disney's DuckTales,5,1988,4,85,0.82,0.23,0.35,0.03,1.43,1.43,36
1353,Classic NES Series: Super Mario Bros.,6,2004,4,359,0,0,1.39,0.03,1.43,1.42,20
1354,Triple Play 2000,15,1999,10,138,0.79,0.54,0,0.09,1.43,1.42,25
1355,Dragon Quest VII: Warriors of Eden,2,2013,7,465,0.07,0.04,1.3,0.01,1.42,1.42,11
1356,Cabela's Big Game Hunter,16,2002,10,21,0.7,0.54,0,0.18,1.42,1.42,22
1357,UFC Undisputed 2010,17,2010,2,488,0.8,0.41,0.02,0.19,1.42,1.42,14
1358,NBA Live 06 (Weekly american sales),16,2005,10,138,1.35,0.05,0,0.02,1.42,1.42,19
1359,The Legend of Zelda: The Minish Cap,6,2004,0,359,0.89,0.22,0.22,0.1,1.42,1.43,20
1360,NFL Street,16,2004,10,138,1.15,0.08,0,0.19,1.42,1.42,20
1361,Sonic Generations,28,2011,4,446,0.71,0.57,0,0.14,1.42,1.42,13
1362,Super Metroid,23,1994,0,359,0.57,0.12,0.71,0.02,1.42,1.42,30
1363,Pro Yakyuu Family Stadium '87,11,1987,10,347,0.12,0,1.3,0,1.42,1.42,37
1364,Dead Space,28,2008,0,138,0.89,0.4,0,0.13,1.42,1.42,16
1365,Resident Evil (Remake),7,2002,0,85,0.63,0.38,0.35,0.05,1.42,1.41,22
1366,Inazuma Eleven 2,4,2009,7,359,0,0.21,1.18,0.03,1.42,1.42,15
1367,Tomb Raider (2013),18,2014,0,465,0.47,0.64,0.06,0.25,1.41,1.42,10
1368,LEGO Star Wars II: The Original Trilogy,19,2006,0,-1,0.58,0.51,0,0.32,1.41,1.41,18
1369,Toy Story 3: The Video Game,26,2010,0,126,0.64,0.63,0,0.14,1.41,1.41,14
1370,Fight Night Round 4,28,2009,2,138,0.95,0.34,0,0.13,1.41,1.42,15
1371,LEGO Star Wars: The Video Game,7,2005,0,137,1.09,0.28,0,0.04,1.41,1.41,19
1372,Injustice: Gods Among Us,28,2013,2,549,0.97,0.34,0,0.11,1.41,1.42,11
1373,Madden NFL 15,17,2014,10,138,1.07,0.15,0,0.19,1.41,1.41,10
1374,Disney's The Lion King,8,1994,4,-1,0.97,0.37,0.03,0.05,1.41,1.42,30
1375,Ridge Racer,19,2004,6,456,0.36,0.45,0.32,0.28,1.41,1.41,20
1376,Metroid: Other M,26,2010,0,359,0.87,0.31,0.13,0.1,1.41,1.41,14
1377,Knockout Kings 2000,15,1999,2,138,1.02,0.34,0,0.05,1.41,1.41,25
1378,Gran Turismo 4 Prologue,16,2003,6,456,0,0.47,0.77,0.17,1.41,1.41,21
1379,Twisted Metal: Black,16,2001,6,456,1.19,0.17,0,0.05,1.41,1.41,23
1380,NASCAR 2005: Chase for the Cup,16,2004,6,138,0.69,0.54,0,0.18,1.41,1.41,20
1381,Call of Duty: Black Ops,26,2010,8,21,0.82,0.47,0,0.12,1.4,1.41,14
1382,Spider-Man: The Movie,29,2002,0,21,1.07,0.28,0,0.05,1.4,1.4,22
1383,Need For Speed: Undercover,16,2008,6,138,0.38,0.08,0.03,0.93,1.4,1.42,16
1384,2Xtreme,15,1996,10,456,1.15,0.2,0,0.05,1.4,1.4,28
1385,Far Cry 2,17,2008,0,525,0.43,0.7,0.01,0.27,1.4,1.41,16
1386,Sonic Advance 3,6,2004,4,488,0.74,0.52,0.08,0.06,1.4,1.4,20
1387,Final Fantasy III,11,1990,7,-1,0,0,1.39,0.01,1.4,1.4,34
1388,Battlefield 4,13,2013,8,138,0.38,0.86,0,0.16,1.4,1.4,11
1389,Colin McRae Rally 3,16,2002,6,-1,0.03,1.05,0.02,0.3,1.4,1.4,22
1390,Madden NFL 2002,15,2001,10,138,0.78,0.53,0,0.09,1.39,1.4,23
1391,Doom (2016),18,2016,8,-1,0.49,0.66,0.02,0.22,1.39,1.39,8
1392,Final Fantasy XII: Revenant Wings,4,2007,7,465,0.34,0.42,0.54,0.1,1.39,1.4,17
1393,Bakugan: Battle Brawlers,4,2009,0,21,1.27,0.02,0,0.09,1.39,1.38,15
